Course Desc,T1Grd,T2Grd,T3Grd,T4Grd,Exam,FG,Gender,Grade,Department,CrsNo,Year,Level,Credit
AP Spanish,A,A,A,B,,A-,M,12,WL,2481,2022,H,5
Intermediate French 2  ACP,B-,A-,D,C-,,C-,F,12,WL,2121,2022,ACP,5
Spanish 4  CP,C+,D,F,F,,F,M,12,WL,2541,2022,CP,5
Spanish 5  ACP,A-,A-,B+,B-,,B+,M,12,WL,2451,2022,ACP,5
Latin 4 H,A,A,A,A,,A,M,12,WL,2841,2022,H,5
Novice Spanish 2 ACP,A-,B+,A-,B,,B+,F,12,WL,2321,2022,ACP,5
Spanish 5  ACP,A-,B+,B+,B+,,A-,M,12,WL,2451,2022,ACP,5
AP Spanish,A,A,A,B,,A-,M,12,WL,2481,2022,H,5
AP Spanish,A,A,A,B,,A-,M,12,WL,2481,2022,H,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2022,H,5
AP Chinese,A,A,A,A,,A,N,12,WL,2961,2022,H,5
French 5 ACP,B+,A-,B+,B,,B+,F,12,WL,2151,2022,ACP,5
AP Spanish,A,A,P,M,,P,F,12,WL,2481,2022,H,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2022,H,5
AP Chinese,A,A,A-,B,,A-,M,12,WL,2961,2022,H,5
Spanish 5  ACP,A,A,A,A-,,A,F,12,WL,2451,2022,ACP,5
AP Spanish,A,C,A-,B,,B,F,12,WL,2481,2022,H,5
Intermediate Italian 2 ACP,A,A,A,A,,A,F,12,WL,2721,2022,ACP,5
AP Italian,A,A,A,A,,A,F,12,WL,2651,2022,H,5
AP French,A,B,B+,C,,B+,F,12,WL,2051,2022,H,5
Spanish 5  ACP,A-,A-,A-,B+,,A-,M,12,WL,2451,2022,ACP,5
AP Spanish,A,B,A-,B,,B+,M,12,WL,2481,2022,H,5
Spanish 5  ACP,A,A-,F,F,,D+,M,12,WL,2451,2022,ACP,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2022,H,5
AP Spanish,A,A,B-,C,,B,F,12,WL,2481,2022,H,5
Spanish 5  ACP,A,A,A,A-,,A,M,12,WL,2451,2022,ACP,5
Spanish 5  ACP,A-,B,B-,C+,,B,F,12,WL,2451,2022,ACP,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2022,H,5
Spanish 5  ACP,A-,A-,A-,B,,A-,F,12,WL,2451,2022,ACP,5
Novice Spanish 2 ACP,A-,A-,B+,A-,,B+,M,12,WL,2321,2022,ACP,5
Intermediate Spanish 2 ACP,A-,A-,B,B,,B+,M,12,WL,2421,2022,ACP,5
Spanish 5  ACP,F,D,F,F,,F,M,12,WL,2451,2022,ACP,5
Spanish 5  ACP,B+,C+,C+,C+,,C+,M,12,WL,2451,2022,ACP,5
Spanish 5  ACP,A-,B,B,C,,B,M,12,WL,2451,2022,ACP,5
AP Italian,A,A,A,A,,A,M,12,WL,2651,2022,H,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2022,H,5
French 5 ACP,A-,A-,A,B+,,A-,M,12,WL,2151,2022,ACP,5
AP Italian,A,A,A,A,,A,F,12,WL,2651,2022,H,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2022,H,5
Chinese 5 H,A,A,A,A,,A,M,12,WL,2951,2022,H,5
Novice Spanish 2 ACP,A,A,A,A,,A,F,12,WL,2321,2022,ACP,5
Spanish 5  ACP,A,B-,C,C-,,B-,F,12,WL,2451,2022,ACP,5
Intermediate Spanish 2 ACP,B+,B,B-,B,,B-,M,12,WL,2421,2022,ACP,5
Spanish 5  CP,B+,A-,B+,B+,,A-,M,12,WL,2551,2022,CP,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2022,H,5
Spanish 4 H,A,A,A,A,,A,M,12,WL,2471,2022,H,5
Chinese 5  ACP,A,B+,A,B,,B+,M,12,WL,2991,2022,ACP,5
AP Italian,A,A,A,A-,,A,F,12,WL,2651,2022,H,5
Novice Spanish 2 ACP,A,A,A,A,,A,M,12,WL,2321,2022,ACP,5
Spanish 3  ACP,A,A-,A,A,,A,F,12,WL,2431,2022,ACP,5
Spanish 5  ACP,B+,B,B,C+,,B,M,12,WL,2451,2022,ACP,5
French 4 H,A-,A,A,A-,,A,M,12,WL,2041,2022,H,5
French 5 ACP,A-,A-,A-,A-,,A-,F,12,WL,2151,2022,ACP,5
Spanish 5  ACP,A,B,B,B-,,B,F,12,WL,2451,2022,ACP,5
Italian 5  ACP,A,A,A,A,,A,F,12,WL,2751,2022,ACP,5
Chinese 5 H,A,A,A,A,,A,F,12,WL,2951,2022,H,5
AP French,A,A,A,A,,A,F,12,WL,2051,2022,H,5
Chinese 5 H,A,A,A,A,,A,F,12,WL,2951,2022,H,5
Novice Spanish 2 ACP,A,A-,B+,A-,,A-,M,12,WL,2321,2022,ACP,5
Spanish 5  ACP,B+,B-,C,C-,,C+,M,12,WL,2451,2022,ACP,5
Novice Spanish 2 ACP,A-,B+,B,B,,B+,M,12,WL,2321,2022,ACP,5
Intermediate Spanish 2 ACP,A,A,A,A,,A,F,12,WL,2421,2022,ACP,5
Chinese 5 H,B,B,A,A,,A,M,12,WL,2951,2022,H,5
Novice Spanish 2 ACP,A-,A,A-,A-,,A,M,12,WL,2321,2022,ACP,5
French 5 ACP,A,A,A-,A,,A,F,12,WL,2151,2022,ACP,5
AP Italian,A,A,A-,A-,,A,F,12,WL,2651,2022,H,5
AP Chinese,A,A,A,A-,,A,F,12,WL,2961,2022,H,5
AP French,A,A,A,B,,A,F,12,WL,2051,2022,H,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2022,H,5
Latin 4 H,A,A,A,A,,A,M,12,WL,2841,2022,H,5
Spanish 5  ACP,A-,B+,B-,B,,B,M,12,WL,2451,2022,ACP,5
Novice Spanish 2 ACP,A,A-,B+,A,,A-,F,12,WL,2321,2022,ACP,5
Spanish 5  ACP,A-,B,B,B,,B,M,12,WL,2451,2022,ACP,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2022,H,5
AP Chinese,A,A,B+,B,,A,F,12,WL,2961,2022,H,5
Latin 3 H,A,A,B-,A,,A-,M,12,WL,2831,2022,H,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2022,H,5
Chinese 5 H,A-,A,A,A,,A,M,12,WL,2951,2022,H,5
AP Chinese,A,A,A,A,,A,M,12,WL,2961,2022,H,5
AP Chinese,A,A,A,A,,A,F,12,WL,2961,2022,H,5
Intermediate French 2  ACP,A-,A-,B-,B-,,B,F,12,WL,2121,2022,ACP,5
French 5 ACP,A,A,B,B+,,B+,F,12,WL,2151,2022,ACP,5
Spanish 5  ACP,A-,A,B+,A-,,A-,F,12,WL,2451,2022,ACP,5
AP French,A,A,A,A,,A,F,12,WL,2051,2022,H,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
Hiphop: LitCultureMusic ACP,A,B,A,A,,A,M,12,ELA,1441,2021,ACP,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
Art and Technique of Film ACP,B,A,B,A,,A,M,12,ELA,1371,2021,ACP,5
Philosophy as Literature H,A,A,A,B,,A,F,12,ELA,1311,2021,H,5
Hiphop: LitCultureMusic CP,B,P,NG,P,,P,F,12,ELA,1451,2021,CP,5
The Short Story H,A,P,B,A,,A,F,12,ELA,1341,2021,H,5
Hiphop: LitCultureMusic ACP,B,P,NG,P,,P,F,12,ELA,1441,2021,ACP,5
English 9 CP,B,P,P,P,,P,M,12,ELA,1021,2021,CP,5
English Review,B,P,I,P,,P,M,12,ELA,1981,2021,CP,2.5
The Short Story ACP,A,A,A,A,,A,M,12,ELA,1351,2021,ACP,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
The Short Story H,A,B,B,A,,A,M,12,ELA,1341,2021,H,5
Philosophy of Literature ACP,B,M,P,B,,B,F,12,ELA,13141,2021,ACP,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
The Short Story ACP,A,A,B,A,,A,F,12,ELA,1351,2021,ACP,5
Hiphop: LitCultureMusic ACP,A,A,A,A,,A,M,12,ELA,1441,2021,ACP,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
Diverse Persp Literature ACP,B,B,P,NG,,P,M,12,ELA,1331,2021,ACP,5
The Short Story ACP,A,A,A,P,,A,F,12,ELA,1351,2021,ACP,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
Hiphop: LitCultureMusic ACP,B,P,P,B,,P,M,12,ELA,1441,2021,ACP,5
Contemporary Voices ACP,P,P,P,NG,,P,M,12,ELA,1481,2021,ACP,5
The Short Story ACP,A,B,B,A,,A,M,12,ELA,1351,2021,ACP,5
Philosophy as Literature H,A,A,A,A,,A,F,12,ELA,1311,2021,H,5
The Short Story ACP,A,A,A,A,,A,M,12,ELA,1351,2021,ACP,5
The Short Story ACP,A,A,B,A,,A,F,12,ELA,1351,2021,ACP,5
Lit and Comp for College ACP,A,P,B,A,,A,F,12,ELA,1421,2021,ACP,5
Philosophy of Literature ACP,B,P,NG,B,,P,F,12,ELA,13141,2021,ACP,5
AP English 12,A,A,A,A,,A,F,12,ELA,1301,2021,H,5
AP English 12,A,A,A,A,,A,F,12,ELA,1301,2021,H,5
Philosophy as Literature H,A,A,A,A,,A,F,12,ELA,1311,2021,H,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
The Short Story ACP,A,A,A,B,,A,M,12,ELA,1351,2021,ACP,5
Art and Technique of Film ACP,A,A,A,A,,A,F,12,ELA,1371,2021,ACP,5
Diverse Perspectives in Lit H,A,A,A,A,,A,F,12,ELA,1321,2021,H,5
Lit and Comp for College CP,A,A,A,A,,A,F,12,ELA,1431,2021,CP,5
Hiphop: LitCultureMusic ACP,B,P,B,B,,B,M,12,ELA,1441,2021,ACP,5
Horror & SciFi Literature ACP,A,A,B,A,,A,F,12,ELA,1501,2021,ACP,5
Art and Technique of Film H,A,A,A,A,,A,M,12,ELA,1361,2021,H,5
Hiphop: LitCultureMusic ACP,A,A,A,A,,A,M,12,ELA,1441,2021,ACP,5
Hiphop: LitCultureMusic ACP,A,A,A,A,,A,F,12,ELA,1441,2021,ACP,5
Contemporary Voices CP,A,B,B,P,,B,M,12,ELA,1491,2021,CP,5
Asian American Literature ACP,A,A,A,A,,A,F,12,ELA,1391,2021,ACP,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
Horror & SciFi Literature ACP,A,B,B,P,,B,M,12,ELA,1501,2021,ACP,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
Creative  Writing,,,A,A,,A,M,12,ELA,1611,2021,N,2.5
Diverse Perspectives in Lit H,A,A,A,A,,A,F,12,ELA,1321,2021,H,5
Art and Technique of Film H,A,A,A,A,,A,F,12,ELA,1361,2021,H,5
Art and Technique of Film H,A,A,A,A,,A,F,12,ELA,1361,2021,H,5
Horror & SciFi Literature ACP,B,P,P,NG,,P,M,12,ELA,1501,2021,ACP,5
AP English 12,A,A,A,A,,A,F,12,ELA,1301,2021,H,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
Hiphop: LitCultureMusic ACP,A,B,P,P,,B,M,12,ELA,1441,2021,ACP,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
Art and Technique of Film H,A,A,B,M,,A,F,12,ELA,1361,2021,H,5
Horror & SciFi Literature ACP,B,B,P,P,,B,N,12,ELA,1501,2021,ACP,5
Philosophy as Literature H,A,B,A,B,,A,M,12,ELA,1311,2021,H,5
The Short Story H,A,A,B,A,,A,M,12,ELA,1341,2021,H,5
Art and Technique of Film H,A,A,A,A,,A,M,12,ELA,1361,2021,H,5
Horror & SciFi Literature ACP,A,A,B,B,,A,M,12,ELA,1501,2021,ACP,5
AP English 12,A,A,A,A,,A,M,12,ELA,1301,2021,H,5
Art and Technique of Film ACP,B,B,B,P,,B,M,12,ELA,1371,2021,ACP,5
The Short Story ACP,A,A,A,A,,A,F,12,ELA,1351,2021,ACP,5
Diverse Perspectives in Lit H,A,A,A,A,,A,F,12,ELA,1321,2021,H,5
Art and Technique of Film H,A,A,A,B,,A,M,12,ELA,1361,2021,H,5
The Short Story ACP,B,B,B,A,,B,F,12,ELA,1351,2021,ACP,5
Horror & SciFi Literature CP,B,A,B,A,,A,M,12,ELA,1511,2021,CP,5
Art and Technique of Film H,A,A,A,B,,A,M,12,ELA,1361,2021,H,5
Art and Technique of Film H,A,A,A,A,,A,F,12,ELA,1361,2021,H,5
Horror & SciFi Literature CP,B,B,B,B,,B,M,12,ELA,1511,2021,CP,5
Horror & SciFi Literature ACP,A,A,A,A,,A,F,12,ELA,1501,2021,ACP,5
Art and Technique of Film ACP,A,A,A,A,,A,F,12,ELA,1371,2021,ACP,5
Hiphop: LitCultureMusic ACP,P,B,P,NG,,P,F,12,ELA,1441,2021,ACP,5
Creative  Writing,,,P,P,,P,F,12,ELA,1611,2021,N,2.5
AP English 12,A,A,A,A,,A,F,12,ELA,1301,2021,H,5
The Short Story H,B,B,B,P,,B,M,12,ELA,1341,2021,H,5
Lit and Comp for College ACP,A,A,A,A,,A,F,12,ELA,1421,2021,ACP,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
AP English 12,A,A,A,A,,A,F,12,ELA,1301,2021,H,5
Hiphop: LitCultureMusic ACP,A,A,B,A,,A,F,12,ELA,1441,2021,ACP,5
Diverse Perspectives in Lit H,A,A,A,A,,A,M,12,ELA,1321,2021,H,5
The Short Story H,A,A,A,B,,A,M,12,ELA,1341,2021,H,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
The Short Story ACP,A,A,A,A,,A,M,12,ELA,1351,2021,ACP,5
The Short Story ACP,B,P,NG,NG,,P,N,12,ELA,1351,2021,ACP,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
Diverse Persp Literature ACP,B,B,B,A,,B,M,12,ELA,1331,2021,ACP,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
The Short Story ACP,A,B,P,NG,,P,M,12,ELA,1351,2021,ACP,5
Horror & SciFi Literature ACP,A,A,A,A,,A,M,12,ELA,1501,2021,ACP,5
Asian American Literature ACP,A,A,A,A,,A,F,12,ELA,1391,2021,ACP,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
Art and Technique of Film ACP,B,NG,P,P,,P,M,12,ELA,1371,2021,ACP,5
Hiphop: LitCultureMusic ACP,B,B,B,B,,B,M,12,ELA,1441,2021,ACP,5
Diverse Perspectives in Lit H,A,A,A,A,,A,F,12,ELA,1321,2021,H,5
English 12 CP,A,A,A,A,,A,M,12,ELA,1281,2021,CP,5
Diverse Perspectives in Lit H,A,A,A,A,,A,F,12,ELA,1321,2021,H,5
Diverse Persp Literature ACP,A,A,A,A,,A,F,12,ELA,1331,2021,ACP,5
Art and Technique of Film ACP,A,A,A,A,,A,F,12,ELA,1371,2021,ACP,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
Art and Technique of Film ACP,A,B,B,P,,B,M,12,ELA,1371,2021,ACP,5
Creative  Writing,,,P,P,,P,M,12,ELA,1611,2021,N,2.5
Art and Technique of Film ACP,B,A,A,B,,A,M,12,ELA,1371,2021,ACP,5
Lit and Comp for College ACP,A,P,B,A,,A,M,12,ELA,1421,2021,ACP,5
Diverse Perspectives in Lit H,B,A,B,B,,B,F,12,ELA,1321,2021,H,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
Contemporary Voices ACP,A,B,P,B,,B,M,12,ELA,1481,2021,ACP,5
Creative  Writing,,,P,P,,P,M,12,ELA,1611,2021,N,2.5
Diverse Persp Literature ACP,A,A,B,B,,A,F,12,ELA,1331,2021,ACP,5
English 12 CP,B,NG,NG,P,,P,M,12,ELA,1281,2021,CP,5
Art and Technique of Film ACP,A,B,P,P,,P,M,12,ELA,1371,2021,ACP,5
Horror & SciFi Literature ACP,A,P,B,B,,B,M,12,ELA,1501,2021,ACP,5
Contemporary Voices CP,A,A,A,A,,A,M,12,ELA,1491,2021,CP,5
The Short Story H,A,A,B,A,,A,M,12,ELA,1341,2021,H,5
Art and Technique of Film H,A,B,P,B,,B,M,12,ELA,1361,2021,H,5
The Short Story ACP,B,A,A,A,,A,F,12,ELA,1351,2021,ACP,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
Lit and Comp for College CP,B,B,B,B,,B,M,12,ELA,1431,2021,CP,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
Diverse Perspectives in Lit H,A,A,A,A,,A,F,12,ELA,1321,2021,H,5
Philosophy as Literature H,A,A,A,A,,A,M,12,ELA,1311,2021,H,5
Hiphop: LitCultureMusic ACP,A,A,A,A,,A,M,12,ELA,1441,2021,ACP,5
Philosophy as Literature H,A,A,A,A,,A,F,12,ELA,1311,2021,H,5
Philosophy of Literature ACP,A,A,A,B,,A,M,12,ELA,13141,2021,ACP,5
Horror & SciFi Literature ACP,A,A,A,A,,A,M,12,ELA,1501,2021,ACP,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
Hiphop: LitCultureMusic ACP,B,B,B,A,,B,F,12,ELA,1441,2021,ACP,5
Philosophy of Literature ACP,A,A,A,A,,A,M,12,ELA,13141,2021,ACP,5
The Short Story ACP,A,A,A,A,,A,M,12,ELA,1351,2021,ACP,5
Philosophy of Literature ACP,B,B,NG,P,,P,F,12,ELA,13141,2021,ACP,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
Lit and Comp for College ACP,A,A,A,A,,A,F,12,ELA,1421,2021,ACP,5
Diverse Persp Literature ACP,A,A,A,B,,A,M,12,ELA,1331,2021,ACP,5
The Short Story ACP,A,A,A,A,,A,M,12,ELA,1351,2021,ACP,5
Art and Technique of Film ACP,A,B,P,B,,B,F,12,ELA,1371,2021,ACP,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
Lit and Comp for College CP,NG,NG,B,A,,P,F,12,ELA,1431,2021,CP,5
Diverse Perspectives in Lit H,A,A,A,A,,A,F,12,ELA,1321,2021,H,5
Diverse Perspectives in Lit H,A,A,A,A,,A,F,12,ELA,1321,2021,H,5
AP English 12,A,A,B,A,,A,F,12,ELA,1301,2021,H,5
Philosophy of Literature ACP,B,B,B,B,,B,M,12,ELA,13141,2021,ACP,5
Lit and Comp for College ACP,A,A,B,NG,,A,F,12,ELA,1421,2021,ACP,5
Diverse Perspectives in Lit H,A,A,A,A,,A,F,12,ELA,1321,2021,H,5
Art and Technique of Film H,A,A,A,A,,A,F,12,ELA,1361,2021,H,5
Horror & SciFi Literature ACP,A,A,A,A,,A,M,12,ELA,1501,2021,ACP,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
Art and Technique of Film H,A,A,A,B,,A,F,12,ELA,1361,2021,H,5
Art and Technique of Film H,A,A,A,B,,A,M,12,ELA,1361,2021,H,5
Diverse Perspectives in Lit H,B,P,NG,P,,P,F,12,ELA,1321,2021,H,5
AP English 12,A,A,A,A,,A,M,12,ELA,1301,2021,H,5
Hiphop: LitCultureMusic ACP,A,B,A,A,,A,M,12,ELA,1441,2021,ACP,5
Art and Technique of Film H,A,A,A,A,,A,M,12,ELA,1361,2021,H,5
Horror & SciFi Literature ACP,A,A,A,A,,A,F,12,ELA,1501,2021,ACP,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2021,H,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2021,H,5
Art and Technique of Film H,A,A,A,A,,A,F,12,ELA,1361,2021,H,5
The Short Story ACP,A,B,P,B,,B,M,12,ELA,1351,2021,ACP,5
Art and Technique of Film ACP,A,A,B,B,,A,M,12,ELA,1371,2021,ACP,5
Asian American Literature H,A,A,B,B,,A,M,12,ELA,1381,2021,H,5
AP English 12,A,A,A,A,,A,F,12,ELA,1301,2021,H,5
Philosophy of Literature ACP,B,B,A,P,,B,F,12,ELA,13141,2021,ACP,5
Creative  Writing,,,B,A,,A,F,12,ELA,1611,2021,N,2.5
Art and Technique of Film H,A,A,A,A,,A,M,12,ELA,1361,2021,H,5
The Short Story ACP,A,B,B,B,,B,M,12,ELA,1351,2021,ACP,5
Diverse Perspectives in Lit H,A,A,A,A,,A,F,12,ELA,1321,2021,H,5
Hiphop: LitCultureMusic ACP,P,P,P,P,,P,M,12,ELA,1441,2021,ACP,5
Horror & SciFi Literature CP,A,A,A,B,,A,M,12,ELA,1511,2021,CP,5
Lit and Comp for College ACP,A,A,A,A,,A,M,12,ELA,1421,2021,ACP,5
Hiphop: LitCultureMusic CP,P,NG,P,P,,P,M,12,ELA,1451,2021,CP,5
Hiphop: LitCultureMusic ACP,A,B,B,A,,A,M,12,ELA,1441,2021,ACP,5
Philosophy of Literature ACP,A,A,A,A,,A,M,12,ELA,13141,2021,ACP,5
AP English 12,A,A,A,A,,A,F,12,ELA,1301,2021,H,5
The Short Story ACP,A,B,B,A,,A,M,12,ELA,1351,2021,ACP,5
Philosophy as Literature H,A,A,A,A,,A,F,12,ELA,1311,2021,H,5
Horror & SciFi Literature ACP,A,A,A,B,,A,M,12,ELA,1501,2021,ACP,5
Philosophy of Literature ACP,A,B,A,A,,A,M,12,ELA,13141,2021,ACP,5
Philosophy as Literature H,B,B,B,P,,B,M,12,ELA,1311,2021,H,5
