,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season,ID,Team,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,Season,ID
3,L.A. Lakers,82,48.4,98.2,36.9,81.4,.454,4.5,13.6,.327,19.9,28.7,.693,12.2,30.9,43.1,23.8,8.3,4.6,13.7,21.1,2004,L.A. Lakers2004,L.A. Lakers,.522,.481,147.4,28.1,73.3,50.4,64.3,12.7,9.0,7.0,1.2,61.3,105.7,101.5,4.2,"7,621.0",92.1,2004,L.A. Lakers2004
12,L.A. Lakers,82,48.2,98.7,35.3,80.8,.437,7.9,22.1,.355,20.3,26.1,.777,12.5,30.6,43.2,20.4,6.2,4.2,14.3,21.9,2005,L.A. Lakers2005,L.A. Lakers,.535,.485,156.9,29.5,71.1,50.4,57.8,13.4,6.8,6.4,1.2,57.5,108.2,111.4,-3.2,"7,483.7",90.8,2005,L.A. Lakers2005
7,L.A. Lakers,82,48.4,99.4,36.5,80.6,.453,6.7,19.3,.349,19.7,26.5,.745,11.8,30.3,42.2,21.1,7.7,4.3,13.5,23.1,2006,L.A. Lakers2006,L.A. Lakers,.539,.495,154.6,28.8,73.6,51.2,58.0,12.8,8.4,6.7,1.2,59.2,108.9,106.2,2.7,"7,484.2",90.5,2006,L.A. Lakers2006
5,L.A. Lakers,82,48.9,103.3,37.8,81.3,.466,7.4,21.0,.353,20.2,27.1,.747,10.8,30.4,41.2,22.6,7.3,5.1,15.5,23.0,2007,L.A. Lakers2007,L.A. Lakers,.554,.511,156.6,26.1,72.3,49.4,59.6,14.3,7.7,8.0,1.3,60.4,108.6,108.6,-0.1,"7,806.5",93.5,2007,L.A. Lakers2007
4,L.A. Lakers,82,48.2,108.6,39.6,83.1,.476,8.1,21.4,.378,21.3,27.7,.769,11.0,33.2,44.1,24.4,8.0,5.3,14.1,20.6,2008,L.A. Lakers2008,L.A. Lakers,.570,.525,162.4,26.3,73.4,50.8,61.7,12.9,8.3,8.0,1.3,70.5,113.0,105.5,7.6,"7,878.4",95.6,2008,L.A. Lakers2008
3,L.A. Lakers,82,48.2,106.9,40.3,85.1,.474,6.7,18.5,.361,19.6,25.5,.770,12.4,31.5,43.9,23.3,8.8,5.1,13.5,20.7,2009,L.A. Lakers2009,L.A. Lakers,.555,.513,160.5,29.4,73.0,51.4,57.7,12.3,9.2,8.2,1.3,68.7,112.8,104.7,8.1,"7,772.5",94.3,2009,L.A. Lakers2009
12,L.A. Lakers,82,48.4,101.7,38.3,83.8,.457,6.5,19.0,.341,18.5,24.2,.765,11.9,32.5,44.3,21.1,7.5,4.9,13.4,19.4,2010,L.A. Lakers2010,L.A. Lakers,.538,.496,156.3,27.6,74.4,51.2,55.0,12.4,8.0,7.6,1.2,63.1,108.8,103.7,5.0,"7,667.0",92.8,2010,L.A. Lakers2010
9,L.A. Lakers,82,48.4,101.5,38.1,82.4,.463,6.4,18.1,.352,18.8,24.1,.779,12.1,31.9,44.0,22.0,7.3,5.1,13.1,19.0,2011,L.A. Lakers2011,L.A. Lakers,.545,.502,159.4,29.2,72.3,51.5,57.6,12.3,8.0,8.1,1.2,64.9,111.0,104.3,6.7,"7,496.8",90.7,2011,L.A. Lakers2011
15,L.A. Lakers,66,48.7,97.3,36.8,80.6,.457,5.5,16.8,.326,18.2,24.1,.756,12.1,34.1,46.2,22.5,5.9,5.3,15.1,16.8,2012,L.A. Lakers2012,L.A. Lakers,.534,.491,153.9,29.1,74.8,53.0,61.1,14.2,6.4,7.9,1.2,62.2,106.0,104.4,1.6,"6,060.0",90.5,2012,L.A. Lakers2012
6,L.A. Lakers,82,48.2,102.2,37.1,81.0,.458,8.7,24.6,.355,19.3,27.9,.692,11.5,33.3,44.8,22.2,7.0,5.2,15.0,17.9,2013,L.A. Lakers2013,L.A. Lakers,.548,.512,150.5,27.0,74.3,51.2,59.8,13.9,7.4,7.9,1.3,64.7,107.8,106.6,1.2,"7,773.0",94.4,2013,L.A. Lakers2013
11,L.A. Lakers,82,48.1,103.0,38.3,85.1,.450,9.4,24.8,.381,17.0,22.4,.757,9.1,32.0,41.0,24.5,7.5,5.4,15.1,19.8,2014,L.A. Lakers2014,L.A. Lakers,.542,.505,158.8,20.2,71.0,45.6,63.9,13.7,7.6,8.1,1.2,63.3,104.2,110.6,-6.4,"8,101.8",98.7,2014,L.A. Lakers2014
19,L.A. Lakers,82,48.6,98.5,37.2,85.6,.435,6.5,18.9,.344,17.5,23.6,.741,11.6,32.3,43.9,20.9,7.0,4.5,13.2,21.2,2015,L.A. Lakers2015,L.A. Lakers,.513,.473,152.0,25.4,76.3,49.8,56.2,12.1,7.4,7.5,1.2,57.5,103.5,110.7,-7.2,"7,802.0",94.0,2015,L.A. Lakers2015
30,L.A. Lakers,82,48.1,97.3,35.1,84.8,.414,7.8,24.6,.317,19.3,24.7,.781,10.7,32.3,43.0,18.0,7.2,4.1,13.7,20.3,2016,L.A. Lakers2016,L.A. Lakers,.509,.460,151.2,23.1,74.7,48.0,51.3,12.5,7.6,6.7,1.1,53.9,101.6,111.6,-10.0,"7,857.9",95.6,2016,L.A. Lakers2016
17,L.A. Lakers,82,48.1,104.6,39.3,87.4,.450,8.9,25.7,.346,17.0,22.6,.754,11.4,32.1,43.5,20.9,8.2,3.9,15.2,20.7,2017,L.A. Lakers2017,L.A. Lakers,.537,.501,155.0,25.0,75.8,49.5,53.2,13.5,8.3,6.7,1.2,61.3,106.0,113.0,-7.0,"8,087.7",98.5,2017,L.A. Lakers2017
11,L.A. Lakers,82,48.5,108.1,40.7,88.4,.461,10.0,29.1,.345,16.6,23.3,.714,10.7,35.7,46.4,23.8,7.7,4.7,16.0,21.2,2018,L.A. Lakers2018,L.A. Lakers,.548,.517,151.9,23.6,77.7,50.9,58.4,14.0,7.6,7.9,1.2,66.0,106.3,107.9,-1.5,"8,333.2",100.5,2018,L.A. Lakers2018
16,L.A. Lakers,82,48.2,111.8,42.6,90.5,.470,10.3,31.0,.333,16.3,23.3,.699,10.2,36.4,46.6,25.6,7.5,5.4,15.7,20.7,2019,L.A. Lakers2019,L.A. Lakers,.554,.527,150.3,22.2,76.4,49.9,60.0,13.4,7.3,9.1,1.2,70.5,107.8,109.5,-1.7,"8,501.5",103.2,2019,L.A. Lakers2019
11,L.A. Lakers,71,48.1,113.4,42.3,88.3,.480,11.0,31.6,.349,17.7,24.3,.729,10.7,35.1,45.7,25.4,8.6,6.6,15.2,20.7,2020,L.A. Lakers2020,L.A. Lakers,.573,.542,155.7,24.5,78.8,52.0,60.0,13.3,8.5,12.3,1.3,74.9,112.1,106.3,5.7,"7,187.3",100.9,2020,L.A. Lakers2020
22,L.A. Lakers,72,48.5,109.5,40.6,86.1,.472,11.1,31.2,.354,17.2,23.3,.739,9.7,34.6,44.2,24.7,7.8,5.4,15.2,19.1,2021,L.A. Lakers2021,L.A. Lakers,.569,.536,156.5,22.5,79.7,51.3,60.7,13.6,7.8,9.9,1.3,70.0,109.9,107.1,2.8,"7,176.0",98.7,2021,L.A. Lakers2021
11,L.A. Lakers,82,48.7,112.1,41.6,88.8,.469,12.0,34.5,.347,16.8,23.0,.732,9.5,34.5,44.0,24.0,7.6,5.2,14.5,20.2,2022,L.A. Lakers2022,L.A. Lakers,.567,.537,154.9,21.1,75.8,48.6,57.6,12.8,7.5,9.5,1.3,69.4,110.3,113.3,-3.0,"8,333.7",100.1,2022,L.A. Lakers2022
6,L.A. Lakers,82,48.5,117.2,42.9,89.0,.482,10.8,31.2,.346,20.6,26.6,.775,10.0,35.7,45.7,25.3,6.4,4.6,14.1,17.9,2023,L.A. Lakers2023,L.A. Lakers,.582,.542,160.3,22.8,76.3,50.5,58.9,12.3,6.3,8.0,1.3,74.7,114.5,114.0,0.6,"8,390.5",101.3,2023,L.A. Lakers2023
27,Memphis,82,48.2,89.9,34.8,79.7,.436,4.1,13.4,.307,16.3,23.0,.708,12.0,29.4,41.4,21.7,7.9,5.9,16.6,19.2,2002,Memphis2002,Memphis,.501,.462,145.1,27.7,68.0,47.9,62.5,15.6,8.6,8.5,1.1,53.9,98.0,106.1,-8.1,"7,523.7",91.3,2002,Memphis2002
8,Memphis,82,48.6,97.5,37.2,82.2,.452,5.7,15.6,.365,17.4,23.6,.739,11.5,30.1,41.6,23.1,7.9,6.1,15.4,20.5,2003,Memphis2003,Memphis,.526,.487,155.6,27.0,68.7,48.1,62.1,14.2,8.5,8.6,1.2,59.7,103.9,107.3,-3.4,"7,696.6",92.7,2003,Memphis2003
7,Memphis,82,48.5,96.7,36.1,81.2,.445,5.5,16.0,.340,19.0,26.1,.727,12.8,29.0,41.8,23.4,9.7,6.9,14.8,23.2,2004,Memphis2004,Memphis,.522,.479,151.2,29.5,68.4,48.7,64.6,13.8,10.5,10.3,1.2,61.1,105.0,102.3,2.6,"7,554.9",91.2,2004,Memphis2004
23,Memphis,82,48.1,93.4,34.2,76.5,.447,6.5,18.1,.357,18.6,24.7,.754,10.8,28.1,39.0,20.9,8.5,5.8,14.6,23.3,2005,Memphis2005,Memphis,.535,.489,155.8,27.1,69.9,48.6,61.2,14.3,9.6,9.5,1.2,56.4,105.5,102.9,2.6,"7,263.8",88.5,2005,Memphis2005
27,Memphis,82,48.4,92.2,33.5,74.7,.448,7.2,19.2,.374,18.0,25.3,.711,10.2,29.0,39.2,19.3,7.3,5.4,13.2,21.4,2006,Memphis2006,Memphis,.537,.496,153.3,25.8,72.0,49.1,57.8,13.3,8.5,8.9,1.2,55.1,106.6,102.3,4.3,"7,088.5",85.7,2006,Memphis2006
6,Memphis,82,48.7,101.6,36.6,78.6,.465,6.1,16.6,.367,22.4,29.4,.761,10.6,29.0,39.5,20.5,6.9,5.0,16.4,22.3,2007,Memphis2007,Memphis,.555,.504,159.3,25.9,71.1,48.5,56.0,15.2,7.2,7.7,1.3,56.4,106.9,112.3,-5.4,"7,792.8",93.6,2007,Memphis2007
10,Memphis,82,48.3,100.7,37.3,82.2,.454,7.6,21.7,.349,18.5,25.6,.723,10.3,31.3,41.6,19.2,6.1,4.7,15.2,19.4,2008,Memphis2008,Memphis,.539,.500,152.6,23.8,73.4,48.3,51.4,14.0,6.4,7.1,1.2,56.6,105.0,111.5,-6.5,"7,865.0",95.3,2008,Memphis2008
29,Memphis,82,48.3,93.9,34.9,77.0,.454,4.9,13.5,.360,19.1,25.3,.756,10.3,28.5,38.8,17.4,7.5,4.7,15.3,21.7,2009,Memphis2009,Memphis,.533,.486,157.0,25.8,73.5,49.3,49.7,14.8,8.3,7.9,1.2,51.2,103.5,109.5,-6.0,"7,439.5",90.2,2009,Memphis2009
7,Memphis,82,48.5,102.5,39.3,83.8,.469,4.2,12.4,.337,19.7,26.9,.733,13.0,30.4,43.5,18.8,7.9,4.9,15.2,20.2,2010,Memphis2010,Memphis,.536,.494,153.9,31.3,73.3,52.3,47.9,13.7,8.3,7.6,1.2,59.0,108.3,109.9,-1.6,"7,759.7",93.6,2010,Memphis2010
12,Memphis,82,48.5,99.9,39.0,82.9,.471,3.8,11.3,.334,18.1,24.2,.750,11.8,29.2,41.0,20.6,9.4,5.4,14.0,20.8,2011,Memphis2011,Memphis,.534,.493,155.4,28.9,72.5,50.5,52.8,13.0,10.1,9.0,1.2,60.6,107.6,105.1,2.5,"7,612.8",91.9,2011,Memphis2011
20,Memphis,66,48.3,95.0,36.7,82.2,.447,4.2,12.9,.326,17.3,22.8,.759,12.6,29.5,42.0,19.5,9.6,5.2,14.5,19.9,2012,Memphis2012,Memphis,.515,.473,153.3,29.8,72.7,50.8,53.2,13.6,10.5,8.8,1.2,57.5,104.0,101.8,2.2,"6,029.8",90.8,2012,Memphis2012
27,Memphis,82,48.3,93.4,36.1,81.5,.444,4.7,13.5,.345,16.5,21.3,.773,12.9,29.8,42.7,20.9,8.6,5.3,14.0,20.2,2013,Memphis2013,Memphis,.514,.472,156.1,31.0,74.3,52.2,57.9,13.3,9.6,9.0,1.1,58.2,104.9,100.3,4.7,"7,298.3",88.4,2013,Memphis2013
27,Memphis,82,48.3,96.1,38.1,82.0,.464,4.9,14.0,.353,15.1,20.3,.741,11.6,30.8,42.4,21.9,7.7,4.6,13.7,19.1,2014,Memphis2014,Memphis,.529,.494,155.9,28.3,75.7,52.0,57.4,13.1,8.5,7.9,1.2,60.1,106.3,104.6,1.7,"7,415.0",89.9,2014,Memphis2014
20,Memphis,82,48.5,98.3,37.8,82.5,.458,5.2,15.2,.339,17.6,22.8,.773,10.4,32.1,42.6,21.7,8.5,4.2,13.3,19.1,2015,Memphis2015,Memphis,.531,.489,157.1,24.7,75.3,50.1,57.4,12.6,9.2,7.2,1.2,61.0,105.7,102.2,3.5,"7,626.6",92.0,2015,Memphis2015
24,Memphis,82,48.4,99.1,36.8,83.6,.440,6.1,18.5,.331,19.3,24.7,.783,11.2,30.5,41.6,20.7,8.8,4.3,13.3,21.7,2016,Memphis2016,Memphis,.524,.477,155.4,25.3,75.1,49.1,56.2,12.3,9.4,8.2,1.2,58.5,105.4,107.8,-2.4,"7,707.1",93.3,2016,Memphis2016
29,Memphis,82,48.5,100.5,36.4,83.6,.435,9.4,26.5,.354,18.3,23.4,.784,10.8,32.0,42.8,21.3,8.0,4.2,12.9,22.4,2017,Memphis2017,Memphis,.535,.491,157.3,24.8,77.5,50.4,58.4,12.1,8.5,8.3,1.2,60.2,107.7,107.2,0.5,"7,651.3",92.3,2017,Memphis2017
29,Memphis,82,48.1,99.3,36.7,82.8,.444,9.2,26.2,.352,16.6,21.1,.786,9.5,31.0,40.5,21.5,7.5,4.8,15.3,23.2,2018,Memphis2018,Memphis,.539,.500,158.2,22.4,76.5,48.8,58.6,14.2,7.9,9.4,1.2,57.5,104.1,110.6,-6.5,"7,822.9",95.3,2018,Memphis2018
30,Memphis,82,48.5,103.5,38.0,84.4,.450,9.9,28.9,.342,17.7,23.0,.772,8.8,33.0,41.8,23.9,8.3,5.5,14.0,22.0,2019,Memphis2019,Memphis,.548,.508,156.4,20.0,77.6,48.3,63.1,12.9,8.6,10.7,1.2,64.3,106.1,108.8,-2.7,"8,000.1",96.6,2019,Memphis2019
14,Memphis,73,48.1,112.6,42.5,90.9,.468,10.9,31.5,.347,16.6,21.8,.763,10.3,36.2,46.5,26.9,7.9,5.5,15.2,21.2,2020,Memphis2020,Memphis,.561,.528,157.8,23.0,77.8,50.9,63.3,13.2,7.6,9.9,1.2,73.3,109.2,110.3,-1.0,"7,526.4",102.8,2020,Memphis2020
15,Memphis,72,48.3,113.3,42.8,91.8,.467,11.2,31.4,.356,16.4,21.3,.771,11.2,35.3,46.5,26.9,9.1,5.1,13.3,18.7,2021,Memphis2021,Memphis,.560,.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,"7,280.3",100.4,2021,Memphis2021
2,Memphis,82,48.2,115.6,43.5,94.4,.461,11.5,32.7,.353,17.0,23.1,.734,14.1,35.0,49.2,26.0,9.8,6.5,13.2,19.8,2022,Memphis2022,Memphis,.553,.522,154.8,30.0,77.8,53.3,59.7,11.2,9.6,12.0,1.2,79.4,114.7,109.0,5.6,"8,268.0",100.3,2022,Memphis2022
9,Memphis,82,48.2,116.9,43.7,92.1,.475,12.0,34.2,.351,17.5,23.8,.733,12.0,34.6,46.6,26.0,8.3,5.8,13.6,20.0,2023,Memphis2023,Memphis,.570,.540,155.9,26.5,75.9,51.2,59.6,11.7,8.2,10.8,1.3,77.4,115.1,111.2,3.9,"8,330.1",101.1,2023,Memphis2023
24,Miami,82.0,48.4,94.4,36.3,78.8,0.46,5.4,14.7,0.371,16.4,22.3,0.736,11.2,31.9,43.2,23.5,7.1,6.4,15.0,23.7,2000,Miami2000,Miami,0.533,0.495,156.7,28.2,72.9,51.6,64.9,14.5,7.8,9.6,1.2,59.8,104.5,101.0,3.4,"7,407.8",89.7,2000,Miami2000
27,Miami,82,48.5,88.9,32.9,76.3,.430,5.8,16.9,.345,17.4,22.9,.759,9.9,29.7,39.6,19.9,7.7,3.7,13.7,21.0,2001,Miami2001,Miami,.515,.469,153.5,24.3,72.7,48.6,60.5,13.7,8.8,5.9,1.2,51.4,101.1,98.5,2.6,"7,212.6",87.1,2001,Miami2001
29,Miami,82,48.6,87.2,34.2,77.8,.439,3.8,11.0,.347,15.1,20.8,.724,11.0,31.0,42.0,20.3,6.7,5.5,14.8,22.5,2002,Miami2002,Miami,.501,.463,151.0,26.6,74.0,50.5,59.4,14.6,7.5,8.7,1.1,50.7,98.5,100.2,-1.7,"7,260.0",87.4,2002,Miami2002
28,Miami,82,48.4,85.6,32.8,79.5,.412,4.2,13.4,.316,15.8,20.6,.765,11.6,30.0,41.6,18.3,7.2,4.0,14.4,22.6,2003,Miami2003,Miami,.483,.439,149.4,26.8,73.9,49.7,55.8,14.0,8.1,6.4,1.1,46.4,96.5,102.2,-5.7,"7,269.5",88.0,2003,Miami2003
22,Miami,82,48.2,90.3,33.3,78.3,.425,5.9,16.5,.357,17.8,23.4,.762,11.5,30.0,41.5,19.1,7.2,3.8,13.7,22.1,2004,Miami2004,Miami,.510,.463,154.5,27.4,73.4,50.2,57.3,13.4,8.2,6.3,1.2,51.6,102.4,101.8,0.6,"7,225.5",87.8,2004,Miami2004
4,Miami,82,48.7,101.5,37.8,77.7,.486,5.8,15.4,.377,20.2,30.1,.672,10.8,32.2,43.0,21.8,6.4,5.8,13.7,22.1,2005,Miami2005,Miami,.559,.524,153.6,27.0,74.1,51.5,57.8,13.1,7.0,8.7,1.3,62.6,110.2,103.1,7.1,"7,556.4",90.8,2005,Miami2005
6,Miami,82,48.2,99.9,37.1,77.5,.478,6.1,17.6,.345,19.7,28.2,.700,10.5,32.6,43.1,20.6,6.4,5.4,14.0,22.8,2006,Miami2006,Miami,.556,.517,152.3,26.7,76.4,52.6,55.7,13.5,6.9,8.5,1.3,60.7,109.2,105.0,4.2,"7,497.7",91.1,2006,Miami2006
28,Miami,82,48.4,94.6,35.6,76.7,.464,6.4,18.8,.343,17.0,24.6,.690,10.0,30.8,40.8,20.5,6.9,5.4,14.6,21.3,2007,Miami2007,Miami,.541,.506,149.7,24.9,73.3,49.7,57.6,14.3,7.6,8.8,1.2,56.5,104.3,105.3,-1.0,"7,439.9",89.9,2007,Miami2007
30,Miami,82,48.4,91.4,34.2,77.3,.443,6.0,16.7,.358,16.9,23.2,.727,9.1,28.6,37.6,20.0,7.2,4.3,14.7,20.4,2008,Miami2008,Miami,.522,.482,152.8,22.1,71.9,46.6,58.5,14.4,7.9,7.1,1.2,51.2,100.5,110.0,-9.5,"7,456.1",90.2,2008,Miami2008
18,Miami,82,48.7,98.3,37.0,81.0,.457,7.1,19.9,.357,17.2,22.8,.754,10.1,29.4,39.5,20.4,7.9,5.5,12.5,20.7,2009,Miami2009,Miami,.540,.500,156.7,24.6,72.9,48.6,55.1,12.1,8.7,9.2,1.2,59.2,107.8,107.6,0.3,"7,475.1",89.9,2009,Miami2009
25,Miami,82,48.5,96.5,36.4,79.5,.458,6.0,17.4,.346,17.7,23.5,.752,10.7,31.1,41.8,18.9,7.4,5.6,13.2,20.9,2010,Miami2010,Miami,.537,.496,155.6,26.1,74.9,50.7,51.9,12.8,8.1,9.4,1.2,58.0,106.6,104.1,2.5,"7,423.3",89.6,2010,Miami2010
8,Miami,82,48.2,102.1,37.0,76.8,.481,6.7,18.0,.370,21.5,27.9,.769,9.6,32.5,42.1,20.0,6.6,5.2,13.9,20.4,2011,Miami2011,Miami,.573,.524,162.0,25.2,75.5,51.8,54.1,13.5,7.2,8.5,1.3,62.8,111.7,103.5,8.2,"7,491.9",90.9,2011,Miami2011
7,Miami,66,48.6,98.5,37.1,79.0,.469,5.6,15.6,.359,18.8,24.2,.775,10.4,31.2,41.6,20.0,8.9,5.4,15.2,19.4,2012,Miami2012,Miami,.549,.505,160.3,26.6,73.9,51.1,53.8,14.5,9.6,9.0,1.2,60.3,106.6,100.2,6.5,"6,095.8",91.2,2012,Miami2012
5,Miami,82,48.5,102.9,38.4,77.4,.496,8.7,22.1,.396,17.4,23.0,.754,8.2,30.4,38.6,23.0,8.7,5.4,13.9,18.7,2013,Miami2013,Miami,.588,.552,164.6,22.2,73.0,49.0,60.0,13.7,9.4,9.1,1.3,66.8,112.3,103.7,8.6,"7,510.8",90.7,2013,Miami2013
12,Miami,82,48.5,102.2,38.3,76.5,.501,8.1,22.3,.364,17.5,23.0,.760,7.6,29.2,36.9,22.5,8.9,4.5,14.8,19.5,2014,Miami2014,Miami,.590,.554,162.4,20.6,73.0,47.8,58.8,14.6,9.7,8.1,1.3,63.7,110.9,105.7,5.2,"7,555.8",91.2,2014,Miami2014
27,Miami,82,48.1,94.7,35.2,77.2,.456,6.8,20.2,.335,17.5,23.7,.741,9.1,30.0,39.1,19.8,7.8,4.5,14.8,20.0,2015,Miami2015,Miami,.540,.500,153.2,23.2,73.4,48.8,56.4,14.4,8.6,8.0,1.2,55.7,103.9,106.8,-2.9,"7,471.7",90.9,2015,Miami2015
23,Miami,82,48.4,100.0,38.4,81.7,.470,6.1,18.0,.336,17.1,23.0,.744,9.8,34.3,44.1,20.8,6.7,6.5,14.1,18.3,2016,Miami2016,Miami,.545,.508,155.1,23.8,77.8,51.7,54.3,13.3,7.1,10.3,1.2,63.3,106.1,104.4,1.7,"7,731.6",93.6,2016,Miami2016
21,Miami,82,48.2,103.2,39.0,85.8,.455,9.9,27.0,.365,15.2,21.6,.706,10.6,33.0,43.6,21.2,7.2,5.7,13.4,20.5,2017,Miami2017,Miami,.541,.512,152.6,24.2,76.4,50.0,54.4,12.3,7.5,9.3,1.2,63.5,107.8,106.7,1.1,"7,846.0",95.2,2017,Miami2017
23,Miami,82,48.6,103.4,38.8,85.3,.455,11.0,30.6,.360,14.7,19.5,.755,9.3,34.2,43.5,22.7,7.6,5.3,14.5,20.1,2018,Miami2018,Miami,.551,.520,157.1,21.5,79.0,50.2,58.5,13.4,7.8,9.3,1.2,64.2,106.7,106.2,0.5,"7,951.0",95.7,2018,Miami2018
26,Miami,82,48.1,105.7,39.6,88.0,.450,11.3,32.4,.349,15.1,21.7,.695,11.2,35.1,46.3,24.3,7.6,5.5,14.7,20.9,2019,Miami2019,Miami,.542,.515,149.4,24.8,77.6,51.2,61.2,13.1,7.8,10.2,1.2,67.6,107.3,107.6,-0.2,"8,075.7",98.2,2019,Miami2019
15,Miami,73,48.6,112.0,39.5,84.4,.468,13.4,35.4,.379,19.7,25.2,.783,8.5,35.9,44.4,25.9,7.5,4.5,14.9,20.6,2020,Miami2020,Miami,.587,.547,162.9,20.3,79.5,51.1,65.7,13.5,7.5,9.3,1.3,72.0,112.5,109.5,3.0,"7,270.7",98.3,2020,Miami2020
25,Miami,72,48.3,108.1,39.2,83.7,.468,12.9,36.2,.358,16.7,21.1,.790,8.0,33.5,41.5,26.3,7.9,4.0,14.1,18.9,2021,Miami2021,Miami,.581,.546,161.6,19.4,77.9,49.2,67.1,13.1,8.1,8.6,1.3,70.5,111.2,111.2,0.0,"6,997.1",96.6,2021,Miami2021
17,Miami,82,48.4,110.0,39.6,84.8,.467,13.6,35.8,.379,17.3,21.4,.808,9.8,33.9,43.7,25.5,7.4,3.2,14.6,20.5,2022,Miami2022,Miami,.584,.547,165.4,23.5,78.0,51.2,64.4,13.4,7.6,7.1,1.3,70.2,113.7,109.1,4.6,"7,936.4",95.9,2022,Miami2022
30,Miami,82,48.3,109.5,39.2,85.3,.460,12.0,34.8,.344,19.1,23.0,.831,9.7,30.9,40.6,23.8,8.0,3.0,13.5,18.5,2023,Miami2023,Miami,.574,.530,163.5,22.8,77.7,49.2,60.8,12.4,8.2,6.2,1.3,67.8,113.0,113.4,-0.3,"7,941.9",96.2,2023,Miami2023
5,Milwaukee,82.0,48.4,101.2,38.7,83.3,0.465,4.8,13.0,0.369,19.0,24.2,0.786,12.4,28.9,41.3,22.6,8.2,4.6,15.0,24.6,2000,Milwaukee2000,Milwaukee,0.539,0.494,162.0,30.0,69.6,49.9,58.3,13.8,8.8,7.2,1.2,59.4,108.2,108.0,0.2,"7,670.7",92.7,2000,Milwaukee2000
2,Milwaukee,82,48.2,100.7,38.0,82.9,.458,6.9,18.1,.379,18.0,22.9,.787,11.9,30.5,42.4,22.5,8.2,4.7,13.7,23.5,2001,Milwaukee2001,Milwaukee,.542,.499,162.4,28.1,71.1,49.8,59.3,12.8,8.8,7.2,1.2,61.9,108.8,104.6,4.2,"7,593.2",92.1,2001,Milwaukee2001
8,Milwaukee,82,48.5,97.5,37.1,80.2,.462,7.2,19.3,.375,16.1,21.5,.748,10.3,31.2,41.4,22.5,7.3,4.7,14.1,21.8,2002,Milwaukee2002,Milwaukee,.544,.507,158.5,25.6,70.9,49.3,60.7,13.6,8.0,7.1,1.2,59.7,106.9,107.1,-0.2,"7,482.1",90.2,2002,Milwaukee2002
5,Milwaukee,82,48.5,99.5,37.1,81.3,.457,7.1,18.6,.383,18.1,23.3,.776,10.7,28.9,39.5,22.2,7.6,4.2,12.7,22.2,2003,Milwaukee2003,Milwaukee,.543,.500,161.6,25.6,69.9,47.7,59.9,12.2,8.3,6.4,1.2,59.5,108.8,108.6,0.3,"7,496.2",90.4,2003,Milwaukee2003
4,Milwaukee,82,48.2,98.0,36.2,81.1,.447,4.9,14.0,.350,20.7,26.7,.775,11.7,30.5,42.2,22.8,6.8,4.7,13.5,20.3,2004,Milwaukee2004,Milwaukee,.528,.477,157.1,27.6,71.8,49.7,63.0,12.7,7.3,7.1,1.2,60.0,106.5,105.4,1.2,"7,545.3",91.6,2004,Milwaukee2004
15,Milwaukee,82,48.2,97.2,36.1,80.2,.450,4.0,11.3,.351,21.0,27.2,.772,12.0,29.3,41.3,21.0,6.5,3.5,13.8,21.9,2005,Milwaukee2005,Milwaukee,.527,.475,157.3,29.0,72.0,50.3,58.0,13.0,7.1,5.4,1.2,55.6,106.6,109.9,-3.3,"7,480.7",90.8,2005,Milwaukee2005
13,Milwaukee,82,48.4,97.8,36.3,80.1,.453,6.2,16.3,.380,19.0,25.8,.738,11.3,29.9,41.2,21.6,7.3,3.3,14.2,23.2,2006,Milwaukee2006,Milwaukee,.535,.492,157.1,27.3,74.6,50.5,59.4,13.5,7.9,5.4,1.2,56.3,106.6,107.7,-1.1,"7,524.8",91.0,2006,Milwaukee2006
10,Milwaukee,82,48.4,99.7,38.1,81.9,.465,6.4,18.0,.356,17.1,23.4,.733,11.5,27.7,39.2,21.6,7.2,2.7,15.2,22.2,2007,Milwaukee2007,Milwaukee,.541,.504,155.4,27.6,68.1,47.6,56.7,14.1,7.7,4.4,1.2,55.3,106.8,111.5,-4.7,"7,648.3",92.4,2007,Milwaukee2007
20,Milwaukee,82,48.4,97.0,36.9,82.3,.449,5.5,16.0,.344,17.7,24.1,.733,12.9,28.8,41.7,21.5,6.6,4.4,14.8,21.3,2008,Milwaukee2008,Milwaukee,.522,.482,152.6,30.0,73.0,50.6,58.2,13.7,7.2,7.2,1.2,56.0,105.3,112.8,-7.5,"7,556.2",91.3,2008,Milwaukee2008
15,Milwaukee,82,48.2,99.3,36.7,82.4,.445,6.2,17.2,.363,19.7,25.2,.780,11.9,28.9,40.7,22.0,7.4,3.8,14.1,24.2,2009,Milwaukee2009,Milwaukee,.531,.483,158.9,27.8,74.0,49.9,59.9,13.1,8.0,6.5,1.2,56.8,106.7,107.9,-1.2,"7,628.5",92.6,2009,Milwaukee2009
